image_path,true_label,load_stage,width,height,file_size_kb,blur_score,brightness,edge_density,fast_correct,fast_confidence,fast_latency_ms,fast_utility,balanced_correct,balanced_confidence,balanced_latency_ms,balanced_utility,heavy_correct,heavy_confidence,heavy_latency_ms,heavy_utility,best_tier
data\test\Apple__Rotten\saltandpepper_Screen Shot 2018-06-07 at 2.47.13 PM.png,Apple__Rotten,light,466,430,223.66,2762.14,182.13,0.0558,1,0.9575,78.08,0.83,1,0.9997,206.23,0.647,1,0.9999,45.58,0.6889,fast
data\test\Bellpepper__Rotten\rottenPepper (648).jpg,Bellpepper__Rotten,burst,214,236,4.89,897.92,154.78,0.0393,1,0.4357,793.66,0.5912,1,0.9418,2086.88,0.0194,1,0.9082,797.97,0.4378,fast
data\test\Mango__Healthy\healthy_010.jpg,Mango__Healthy,heavy,224,224,4.21,52.54,138.47,0.0137,1,0.7861,656.06,0.6371,1,1.0,1209.8,0.3121,1,1.0,1058.9,0.3507,fast
data\test\Mango__Rotten\252.jpg,Mango__Rotten,light,224,224,3.23,28.73,146.04,0.0111,1,0.9626,89.52,0.8261,1,1.0,176.52,0.657,1,0.9998,51.6,0.6869,fast
data\test\Orange__Rotten\translation_Screen Shot 2018-06-12 at 11.33.06 PM.png,Orange__Rotten,light,222,220,60.49,724.68,134.17,0.0343,1,0.9987,22.56,0.8485,1,1.0,80.28,0.6891,1,1.0,36.83,0.6918,fast
data\test\Banana__Healthy\rotated_by_45_Screen Shot 2018-06-12 at 9.53.36 PM.png,Banana__Healthy,light,652,362,86.37,453.53,165.9,0.0095,1,0.9061,80.0,0.8293,1,0.9999,80.7,0.6889,1,0.9979,65.73,0.6822,fast
data\test\Apple__Healthy\rotated_by_45_Screen Shot 2018-06-08 at 5.26.24 PM.png,Apple__Healthy,light,336,374,113.34,600.54,154.53,0.0152,1,0.9729,70.37,0.8325,1,1.0,17.3,0.7101,1,1.0,203.76,0.6361,fast
data\test\Mango__Healthy\healthy_143.jpg,Mango__Healthy,burst,224,224,5.63,68.39,158.86,0.0162,0,0.6542,1254.06,-0.5625,0,0.9225,2017.62,-0.9575,1,0.9977,1215.87,0.2984,heavy
data\test\Potato__Healthy\freshPotato (268).jpg,Potato__Healthy,burst,224,224,11.15,42.25,106.76,0.0095,1,0.7229,1012.34,0.5182,1,1.0,1757.87,0.1292,1,0.9999,1771.81,0.1128,fast
data\test\Banana__Rotten\translation_Screen Shot 2018-06-12 at 8.56.11 PM.png,Banana__Rotten,heavy,564,392,166.96,622.35,144.07,0.031,1,0.998,688.89,0.6261,1,1.0,1202.57,0.3145,1,0.9999,1024.3,0.3623,fast
data\test\Apple__Rotten\rotated_by_75_Screen Shot 2018-06-08 at 2.31.23 PM.png,Apple__Rotten,heavy,432,380,162.49,361.09,139.32,0.0129,1,0.8801,635.64,0.6439,1,1.0,1152.9,0.3311,1,0.999,1019.05,0.364,fast
data\test\Orange__Healthy\freshOrange (166).jpg,Orange__Healthy,heavy,3097,2946,1061.07,36.17,182.58,0.0003,0,0.6239,608.54,-0.3471,1,0.9927,1255.02,0.297,1,0.534,1415.33,0.2318,balanced
data\test\Mango__Healthy\freshMango (82).png,Mango__Healthy,light,320,258,101.5,2247.68,125.75,0.0727,1,0.4281,46.57,0.8405,1,0.9991,67.15,0.6935,1,0.9752,91.23,0.6737,fast
data\test\Orange__Healthy\saltandpepper_Screen Shot 2018-06-13 at 12.01.03 AM.png,Orange__Healthy,heavy,370,362,156.05,2655.25,180.16,0.0613,1,0.9803,659.77,0.6358,1,0.9997,1031.71,0.3716,1,0.9999,1158.25,0.3176,fast
data\test\Strawberry__Rotten\rottenStrawberry (509).jpg,Strawberry__Rotten,heavy,224,224,3.17,48.28,139.09,0.0103,1,0.8749,740.26,0.609,1,1.0,1180.37,0.3219,1,1.0,1241.04,0.29,fast
data\test\Mango__Rotten\427.jpg,Mango__Rotten,light,224,224,9.58,310.99,110.07,0.0499,1,0.9919,37.69,0.8434,1,1.0,72.64,0.6916,1,1.0,76.21,0.6787,fast
data\test\Mango__Healthy\725.jpg,Mango__Healthy,light,224,224,6.17,61.54,121.1,0.0269,1,0.958,46.08,0.8406,1,1.0,24.03,0.7078,1,1.0,97.72,0.6715,fast
data\test\Apple__Healthy\rotated_by_15_Screen Shot 2018-06-08 at 5.21.31 PM.png,Apple__Healthy,heavy,346,334,107.02,436.83,168.05,0.0217,1,0.9198,582.42,0.6617,1,1.0,1553.15,0.1975,1,0.9996,993.31,0.3726,fast
data\test\Apple__Healthy\vertical_flip_Screen Shot 2018-06-08 at 5.32.33 PM.png,Apple__Healthy,light,422,414,139.03,19.6,213.94,0.0072,0,0.3119,35.3,-0.1558,1,0.9998,62.01,0.6952,1,0.9924,57.71,0.6849,balanced
data\test\Orange__Healthy\freshOrange (7).jpg,Orange__Healthy,heavy,2948,2870,957.97,13.64,182.19,0.0007,1,0.9112,643.18,0.6414,1,0.9999,2162.99,0.0159,1,0.9764,837.15,0.4247,fast
data\test\Tomato__Rotten\rottenTomato (134).jpg,Tomato__Rotten,light,309,348,192.01,408.85,200.88,0.0824,1,0.6683,107.09,0.8203,1,0.9975,147.28,0.6667,1,0.9999,88.68,0.6745,fast
data\test\Cucumber__Healthy\freshCucumber (355).jpg,Cucumber__Healthy,heavy,224,224,17.69,789.02,108.48,0.1291,1,0.9619,195.26,0.7909,1,0.9999,1210.48,0.3119,1,0.9848,1241.04,0.29,fast
data\test\Mango__Healthy\freshMango (189).jpg,Mango__Healthy,heavy,224,224,9.82,334.37,113.44,0.0828,1,0.982,731.26,0.612,1,1.0,1065.28,0.3603,1,1.0,923.95,0.3958,fast
data\test\Banana__Healthy\rotated_by_75_Screen Shot 2018-06-12 at 9.48.26 PM.png,Banana__Healthy,light,562,448,183.33,290.4,177.9,0.0127,1,0.9846,125.85,0.814,1,1.0,116.82,0.6769,1,1.0,111.65,0.6669,fast
data\test\Tomato__Healthy\freshTomato (54).jpg,Tomato__Healthy,heavy,224,224,9.94,481.0,106.82,0.0949,1,0.4367,474.63,0.6976,1,1.0,967.8,0.3929,1,0.9993,1040.37,0.3569,fast
data\test\Bellpepper__Healthy\freshPepper (402).jpg,Bellpepper__Healthy,light,224,224,12.32,503.94,117.55,0.0636,1,0.7067,116.5,0.8171,1,0.9197,157.11,0.6634,1,0.9987,246.9,0.6217,fast
data\test\Strawberry__Rotten\rottenStrawberry (559).jpg,Strawberry__Rotten,burst,224,224,2.79,52.38,138.72,0.0062,1,0.9336,797.32,0.5899,1,1.0,1542.84,0.201,1,1.0,1374.68,0.2454,fast
data\test\Potato__Rotten\rottenPotato (253).jpg,Potato__Rotten,heavy,244,206,6.0,344.31,153.48,0.0682,1,0.7778,691.17,0.6254,1,0.9999,976.03,0.3901,1,0.9999,1267.9,0.281,fast
data\test\Apple__Rotten\Screen Shot 2018-06-08 at 2.33.04 PM.png,Apple__Rotten,light,344,352,159.99,37.14,178.51,0.0152,1,0.7979,104.8,0.821,1,1.0,109.53,0.6793,1,0.9993,147.16,0.655,fast
data\test\Orange__Rotten\rottenOrange (505).jpg,Orange__Rotten,heavy,224,224,6.95,797.48,102.69,0.0267,1,0.9728,2612.16,0.156,1,1.0,1180.37,0.3219,1,1.0,923.42,0.396,heavy
data\test\Tomato__Rotten\rottenTomato (280).jpg,Tomato__Rotten,light,294,269,62.35,418.03,113.98,0.1022,1,0.7455,79.75,0.8294,1,1.0,77.27,0.6901,1,0.9996,118.5,0.6646,fast
data\test\Cucumber__Rotten\rottenCucumber (44).jpg,Cucumber__Rotten,burst,100,100,4.49,2988.86,175.29,0.0945,1,0.9958,1458.17,0.3694,1,1.0,1365.89,0.26,1,1.0,2040.78,0.0231,fast
data\test\Carrot__Rotten\rottenCarrot (539).jpg,Carrot__Rotten,light,248,203,5.5,204.78,114.93,0.0424,0,0.4366,15.65,-0.1492,0,0.9289,58.62,-0.3037,1,0.5465,87.24,0.675,heavy
data\test\Grape__Rotten\RottenGrape (129).jpg,Grape__Rotten,light,788,610,84.17,58.41,137.07,0.0113,1,0.972,24.97,0.8477,1,1.0,62.01,0.6952,1,1.0,86.76,0.6752,fast
data\test\Strawberry__Rotten\853.jpg,Strawberry__Rotten,light,224,224,6.97,177.28,128.33,0.0249,1,0.7287,41.87,0.842,1,1.0,32.99,0.7049,1,0.9998,58.44,0.6846,fast
data\test\Carrot__Healthy\freshCarrot (535).jpg,Carrot__Healthy,heavy,200,252,15.76,9035.63,127.61,0.3087,1,0.5286,638.97,0.6428,0,0.8259,1173.62,-0.6758,1,0.852,1111.48,0.3332,fast
data\test\Banana__Rotten\translation_Screen Shot 2018-06-12 at 9.05.21 PM.png,Banana__Rotten,heavy,498,418,167.31,406.18,145.13,0.0272,1,0.5778,559.78,0.6692,1,0.9999,1032.23,0.3714,1,0.998,922.84,0.3961,fast
data\test\Banana__Rotten\rotated_by_75_Screen Shot 2018-06-12 at 9.13.10 PM.png,Banana__Rotten,light,530,338,127.0,322.37,104.25,0.0144,1,0.8249,35.4,0.8442,1,1.0,76.17,0.6904,1,0.9979,52.36,0.6867,fast
data\test\Banana__Rotten\rotated_by_15_Screen Shot 2018-06-12 at 9.25.12 PM.png,Banana__Rotten,light,550,386,114.05,334.08,195.9,0.018,1,0.9856,115.13,0.8176,1,1.0,203.03,0.6481,1,1.0,59.02,0.6844,fast
data\test\Mango__Healthy\freshMango (314).jpg,Mango__Healthy,heavy,224,224,4.22,139.05,134.61,0.0165,1,0.9479,819.11,0.5827,1,1.0,1854.77,0.0969,1,1.0,994.33,0.3723,fast
data\test\Potato__Healthy\freshPotato (329).jpg,Potato__Healthy,heavy,224,224,16.54,727.08,97.96,0.1125,1,0.9135,624.28,0.6477,1,0.9996,3195.88,0.0159,1,0.9992,1024.3,0.3623,fast
data\test\Orange__Healthy\vertical_flip_Screen Shot 2018-06-13 at 12.01.10 AM.png,Orange__Healthy,burst,422,398,159.8,15.7,192.88,0.0071,1,0.9777,783.78,0.5945,1,1.0,4978.67,0.0159,1,0.9998,1702.16,0.1361,fast
data\test\Orange__Rotten\vertical_flip_Screen Shot 2018-06-12 at 11.20.30 PM.png,Orange__Rotten,light,434,422,190.25,36.8,97.71,0.0117,0,0.8008,140.97,-0.191,1,1.0,41.07,0.7022,1,0.999,163.84,0.6495,balanced
data\test\Strawberry__Healthy\342.jpg,Strawberry__Healthy,light,224,224,3.22,44.81,141.68,0.0119,1,0.9399,51.86,0.8387,1,1.0,42.19,0.7018,1,0.9998,75.24,0.679,fast
data\test\Cucumber__Rotten\rottenCucumber (460).jpg,Cucumber__Rotten,light,100,100,7.88,5028.57,127.97,0.2469,0,0.7935,84.54,-0.1722,0,0.883,73.46,-0.3087,1,0.574,132.83,0.6598,heavy
data\test\Banana__Rotten\rotated_by_45_Screen Shot 2018-06-12 at 9.25.00 PM.png,Banana__Rotten,heavy,684,396,111.72,456.78,141.09,0.0108,1,0.9974,684.89,0.6275,1,0.9997,470.86,0.5587,1,0.9999,1158.25,0.3176,fast
data\test\Carrot__Rotten\rottenCarrot (461).jpg,Carrot__Rotten,burst,275,183,5.55,381.04,230.36,0.035,1,0.771,959.9,0.5357,1,0.9982,1479.54,0.2221,1,0.9995,2487.85,0.0041,fast
data\test\Tomato__Healthy\freshTomato (72).png,Tomato__Healthy,light,480,322,191.12,302.29,123.57,0.0577,1,0.9708,65.07,0.8343,1,1.0,51.17,0.6988,1,1.0,104.62,0.6692,fast
data\test\Bellpepper__Rotten\rottenPepper (266).jpg,Bellpepper__Rotten,light,178,283,9.69,1743.24,126.21,0.1447,0,0.4208,61.86,-0.1646,1,0.9519,30.11,0.7058,1,0.9251,99.34,0.671,balanced
data\test\Mango__Rotten\rottenMango (63).jpg,Mango__Rotten,light,224,224,9.75,356.33,99.25,0.0705,1,0.9886,34.04,0.8447,1,1.0,131.57,0.672,1,1.0,52.32,0.6867,fast
data\test\Cucumber__Rotten\rottenCucumber (588).jpg,Cucumber__Rotten,heavy,100,100,4.21,3258.18,186.56,0.0691,1,0.9846,663.51,0.6346,1,1.0,1160.49,0.3286,1,0.9999,1278.53,0.2774,fast
data\test\Apple__Rotten\rotated_by_30_Screen Shot 2018-06-07 at 2.24.35 PM.png,Apple__Rotten,light,424,404,154.18,406.38,129.14,0.012,0,0.8108,40.96,-0.1576,1,1.0,201.97,0.6485,1,1.0,123.06,0.6631,heavy
data\test\Banana__Healthy\rotated_by_75_Screen Shot 2018-06-12 at 9.50.44 PM.png,Banana__Healthy,light,506,396,127.42,328.58,185.24,0.0124,1,0.948,73.45,0.8315,1,1.0,58.6,0.6963,1,1.0,177.62,0.6449,fast
data\test\Strawberry__Rotten\200.jpg,Strawberry__Rotten,light,224,224,3.53,63.71,128.82,0.0171,1,0.9368,20.63,0.8491,1,1.0,131.57,0.672,1,1.0,66.88,0.6818,fast
data\test\Mango__Healthy\429.jpg,Mango__Healthy,light,224,224,3.63,35.73,139.98,0.0073,1,0.7057,37.41,0.8435,1,1.0,92.49,0.685,1,1.0,143.69,0.6562,fast
data\test\Jujube__Rotten\RottenJujube (126).jpg,Jujube__Rotten,light,3428,2892,1166.09,16.92,198.23,0.0004,1,0.7378,61.86,0.8354,1,1.0,73.19,0.6914,1,0.9999,120.52,0.6639,fast
data\test\Strawberry__Healthy\200.jpg,Strawberry__Healthy,burst,224,224,6.68,232.9,80.9,0.0157,1,0.995,473.77,0.6979,1,1.0,2553.52,0.0159,1,1.0,2064.59,0.0151,fast
data\test\Orange__Rotten\rotated_by_30_Screen Shot 2018-06-12 at 11.43.49 PM.png,Orange__Rotten,burst,396,346,174.98,619.01,167.08,0.0929,1,0.9997,1096.37,0.4901,1,0.9997,658.22,0.4962,1,1.0,2648.09,0.0041,balanced
data\test\Banana__Rotten\rotated_by_45_Screen Shot 2018-06-12 at 9.11.00 PM.png,Banana__Rotten,burst,766,494,190.25,316.66,147.58,0.0097,1,0.9998,1355.71,0.4036,1,1.0,1690.82,0.1516,1,1.0,1616.7,0.1646,fast
data\test\Tomato__Rotten\rottenTomato (368).jpg,Tomato__Rotten,burst,224,224,3.32,37.14,137.43,0.0132,0,0.6118,647.65,-0.3601,1,0.9999,1894.68,0.0836,1,0.9978,3133.74,0.0041,balanced
data\test\Strawberry__Rotten\15.jpg,Strawberry__Rotten,light,224,224,4.16,74.11,132.67,0.0188,1,0.9611,63.52,0.8348,1,1.0,148.41,0.6663,1,0.9994,23.66,0.6962,fast
data\test\Orange__Rotten\rotated_by_15_Screen Shot 2018-06-12 at 11.38.52 PM.png,Orange__Rotten,burst,348,306,120.65,417.63,159.94,0.0226,1,0.998,482.5,0.695,1,0.9999,1202.28,0.3146,1,1.0,1633.39,0.159,fast
data\test\Cucumber__Healthy\freshCucumber (470).jpg,Cucumber__Healthy,light,100,100,3.43,1673.63,126.07,0.1905,0,0.5219,47.85,-0.1599,1,0.9857,83.87,0.6879,1,0.992,109.37,0.6676,balanced
data\test\Tomato__Rotten\rottenTomato (393).jpg,Tomato__Rotten,light,224,224,3.32,44.66,134.4,0.0153,1,0.7747,21.8,0.8487,1,1.0,112.9,0.6782,1,1.0,205.06,0.6357,fast
data\test\Strawberry__Healthy\freshStrawberry (475).jpg,Strawberry__Healthy,light,224,224,3.38,46.57,145.74,0.0089,1,0.9208,55.48,0.8375,1,1.0,161.8,0.6619,1,0.9999,136.01,0.6587,fast
data\test\Orange__Healthy\rotated_by_60_Screen Shot 2018-06-13 at 12.11.57 AM.png,Orange__Healthy,light,306,254,75.67,628.37,141.93,0.0282,1,0.8688,63.18,0.8349,1,0.9997,112.28,0.6784,1,0.9964,86.78,0.6752,fast
data\test\Cucumber__Healthy\freshCucumber (182).jpg,Cucumber__Healthy,light,4032,3024,1159.57,35.59,149.61,0.0022,1,0.9257,83.24,0.8282,1,0.9999,69.91,0.6925,1,0.99,147.16,0.655,fast
data\test\Orange__Healthy\rotated_by_30_Screen Shot 2018-06-12 at 11.57.52 PM.png,Orange__Healthy,heavy,330,292,90.13,500.06,145.72,0.0232,1,0.9556,621.14,0.6487,1,0.9951,1023.29,0.3744,1,0.9998,1114.32,0.3322,fast
data\test\Apple__Healthy\rotated_by_60_Screen Shot 2018-06-08 at 5.12.47 PM.png,Apple__Healthy,light,442,440,185.98,405.41,140.15,0.0129,1,0.9823,54.18,0.8379,1,1.0,122.08,0.6751,1,1.0,86.15,0.6754,fast
data\test\Strawberry__Healthy\freshStrawberry (130).jpg,Strawberry__Healthy,light,2670,2294,1229.0,185.09,139.99,0.0432,0,0.375,12.77,-0.1482,1,0.9999,22.28,0.7084,1,0.9995,184.41,0.6426,balanced
data\test\Orange__Healthy\rotated_by_45_Screen Shot 2018-06-12 at 11.57.52 PM.png,Orange__Healthy,light,330,292,88.46,532.73,141.48,0.0238,1,0.9358,76.86,0.8304,1,0.9992,208.19,0.6464,1,0.9999,181.83,0.6434,fast
data\test\Banana__Rotten\vertical_flip_Screen Shot 2018-06-12 at 9.21.20 PM.png,Banana__Rotten,light,360,436,177.58,102.12,166.2,0.0341,1,0.9998,18.66,0.8498,1,1.0,203.03,0.6481,1,0.9998,73.26,0.6797,fast
data\test\Orange__Rotten\rotated_by_15_Screen Shot 2018-06-12 at 11.45.12 PM.png,Orange__Rotten,light,290,300,133.48,701.73,148.63,0.108,1,0.996,50.58,0.8391,1,0.9995,87.74,0.6866,1,0.9984,216.5,0.6319,fast
data\test\Jujube__Rotten\RottenJujube (169).jpg,Jujube__Rotten,burst,717,664,61.1,11.14,166.97,0.0021,0,0.4687,306.21,-0.2462,1,0.9717,1609.63,0.1787,1,0.9449,2145.33,0.0041,balanced
data\test\Guava__Healthy\FreshGuava (117).jpg,Guava__Healthy,heavy,1069,1036,133.53,46.46,144.02,0.0069,1,0.9963,623.22,0.648,1,1.0,1185.28,0.3203,1,1.0,1005.67,0.3685,fast
data\test\Bellpepper__Healthy\freshPepper (433).jpg,Bellpepper__Healthy,light,224,224,13.37,319.0,105.36,0.0682,1,0.9551,46.34,0.8406,1,0.9987,119.4,0.676,1,0.9986,227.51,0.6282,fast
data\test\Mango__Rotten\rottenMango (437).jpg,Mango__Rotten,light,224,224,4.3,323.15,118.79,0.0339,1,0.9969,96.8,0.8237,1,1.0,84.11,0.6878,1,1.0,29.4,0.6943,fast
data\test\Apple__Healthy\freshApple (252).jpg,Apple__Healthy,light,100,100,3.98,750.11,168.47,0.0362,1,0.8162,40.91,0.8424,1,0.9948,164.23,0.6611,1,0.9983,130.46,0.6606,fast
data\test\Apple__Rotten\rottenApple (418).jpg,Apple__Rotten,light,374,360,124.83,29.93,194.75,0.0104,1,0.5129,31.24,0.8456,1,0.9999,48.76,0.6996,1,0.9999,147.23,0.655,fast
data\test\Apple__Rotten\rotated_by_15_Screen Shot 2018-06-08 at 2.41.16 PM.png,Apple__Rotten,light,264,240,56.73,606.62,170.68,0.0234,1,0.7357,18.02,0.85,1,0.9982,47.96,0.6999,1,0.9961,159.16,0.651,fast
data\test\Mango__Rotten\509.jpg,Mango__Rotten,light,224,224,10.19,390.43,106.05,0.078,1,0.9969,55.62,0.8375,1,1.0,236.88,0.6368,1,1.0,103.55,0.6696,fast
data\test\Apple__Rotten\rotated_by_60_Screen Shot 2018-06-08 at 2.31.16 PM.png,Apple__Rotten,heavy,394,384,147.86,476.02,150.96,0.0192,1,0.9389,632.41,0.645,1,0.9999,1146.85,0.3331,1,0.9999,1024.86,0.3621,fast
data\test\Apple__Rotten\rotated_by_30_Screen Shot 2018-06-08 at 2.36.55 PM.png,Apple__Rotten,heavy,372,368,125.0,491.49,159.72,0.018,1,0.7253,639.29,0.6427,1,1.0,1045.45,0.367,1,1.0,1112.51,0.3329,fast
data\test\Bellpepper__Healthy\freshPepper (63).jpg,Bellpepper__Healthy,light,100,100,3.43,1966.07,126.8,0.1687,0,0.2775,68.99,-0.167,1,0.9987,130.04,0.6725,1,0.8655,133.17,0.6597,balanced
data\test\Pomegranate__Healthy\FreshPomegranate (162).jpg,Pomegranate__Healthy,light,3088,2900,1066.53,26.58,136.56,0.0011,1,0.9626,20.69,0.8491,1,1.0,243.07,0.6347,1,1.0,45.21,0.689,fast
data\test\Orange__Rotten\rotated_by_60_Screen Shot 2018-06-12 at 11.29.10 PM.png,Orange__Rotten,heavy,362,326,143.67,558.52,170.95,0.0382,1,0.9999,731.5,0.6119,1,1.0,1131.29,0.3383,1,0.9999,905.44,0.402,fast
data\test\Mango__Rotten\544.jpg,Mango__Rotten,light,224,224,9.8,242.14,113.13,0.074,1,0.9914,44.45,0.8412,1,1.0,123.99,0.6745,1,1.0,187.71,0.6415,fast
data\test\Strawberry__Healthy\469.jpg,Strawberry__Healthy,light,224,224,4.17,109.01,139.84,0.0151,1,0.9592,16.79,0.8504,1,0.9997,142.33,0.6684,1,0.9994,138.51,0.6579,fast
data\test\Apple__Rotten\translation_Screen Shot 2018-06-07 at 2.38.38 PM.png,Apple__Rotten,heavy,424,390,120.28,609.6,153.5,0.0137,1,0.7799,593.65,0.6579,1,1.0,1085.53,0.3536,1,1.0,1019.57,0.3639,fast
data\test\Banana__Healthy\Banana__Healthy_augmented_315.jpg,Banana__Healthy,heavy,224,224,5.57,851.95,206.84,0.0327,1,0.9819,739.31,0.6093,1,1.0,1152.47,0.3313,1,0.9995,1204.0,0.3023,fast
data\test\Bellpepper__Rotten\rottenPepper (226).jpg,Bellpepper__Rotten,light,238,212,6.29,1815.54,195.41,0.0816,1,0.3891,80.81,0.8291,1,0.9968,63.49,0.6947,1,0.9945,67.05,0.6818,fast
data\test\Orange__Healthy\rotated_by_15_Screen Shot 2018-06-12 at 11.50.33 PM.png,Orange__Healthy,heavy,218,210,52.15,713.61,177.66,0.0252,1,0.9513,642.15,0.6417,1,0.9737,1301.11,0.2816,1,0.9969,766.43,0.4483,fast
data\test\Banana__Rotten\Screen Shot 2018-06-12 at 9.10.27 PM.png,Banana__Rotten,heavy,582,344,155.15,110.28,182.09,0.0188,1,0.9917,647.3,0.64,1,1.0,983.0,0.3878,1,1.0,992.26,0.373,fast
data\test\Jujube__Healthy\FreshJujube (12).jpg,Jujube__Healthy,heavy,3454,2386,936.65,13.13,168.98,0.0001,1,0.7502,756.68,0.6035,1,0.9985,1277.79,0.2894,1,0.9988,1005.67,0.3685,fast
data\test\Banana__Rotten\rotated_by_45_Screen Shot 2018-06-12 at 9.19.49 PM.png,Banana__Rotten,light,496,348,72.43,495.34,179.94,0.0147,1,0.4586,8.98,0.853,1,1.0,36.97,0.7035,1,0.9996,18.69,0.6979,fast
data\test\Apple__Healthy\rotated_by_45_Screen Shot 2018-06-08 at 5.12.20 PM.png,Apple__Healthy,light,378,342,125.61,282.08,127.36,0.0114,1,0.9051,76.85,0.8304,1,0.9983,134.35,0.671,1,0.9998,48.77,0.6879,fast
data\test\Banana__Healthy\rotated_by_75_Screen Shot 2018-06-12 at 9.46.02 PM.png,Banana__Healthy,burst,298,376,79.04,424.33,186.72,0.0167,1,0.9705,72.75,0.8317,1,1.0,1123.5,0.3409,1,1.0,2776.04,0.0041,fast
data\test\Carrot__Healthy\freshCarrot (172).jpg,Carrot__Healthy,light,224,224,14.33,391.13,101.49,0.0653,1,0.9441,55.92,0.8374,1,1.0,59.16,0.6961,1,1.0,181.83,0.6434,fast
data\test\Banana__Healthy\saltandpepper_Screen Shot 2018-06-12 at 9.41.18 PM.png,Banana__Healthy,light,538,352,136.47,3219.51,218.75,0.0386,1,0.9974,39.78,0.8427,1,1.0,138.3,0.6697,1,1.0,152.79,0.6531,fast
data\test\Cucumber__Healthy\freshCucumber (368).jpg,Cucumber__Healthy,heavy,224,224,21.71,1584.49,107.49,0.1957,1,0.9892,593.15,0.6581,1,1.0,1132.76,0.3378,1,0.999,1024.8,0.3621,fast
data\test\Orange__Healthy\freshOrange (203).png,Orange__Healthy,burst,480,322,179.4,371.06,111.2,0.0423,1,0.8437,1017.27,0.5165,1,1.0,1752.28,0.1311,1,1.0,2090.3,0.0065,fast
data\test\Strawberry__Healthy\freshStrawberry (206).jpg,Strawberry__Healthy,heavy,224,224,5.1,106.24,91.67,0.0101,1,0.9281,731.26,0.612,1,1.0,1067.04,0.3598,1,1.0,1227.86,0.2944,fast
data\test\Strawberry__Healthy\freshStrawberry (23).jpg,Strawberry__Healthy,heavy,1409,2075,355.96,21.81,142.88,0.0032,1,0.9999,779.67,0.5958,1,1.0,1132.76,0.3378,1,0.9999,835.92,0.4252,fast
data\test\Cucumber__Healthy\freshCucumber (427).jpg,Cucumber__Healthy,light,224,224,15.76,516.06,109.94,0.0662,1,0.5636,41.53,0.8422,1,0.9561,236.88,0.6368,1,0.9959,43.7,0.6895,fast
data\test\Banana__Rotten\rotated_by_60_Screen Shot 2018-06-12 at 8.53.47 PM.png,Banana__Rotten,heavy,510,386,204.9,339.34,111.44,0.0238,1,1.0,643.19,0.6414,1,1.0,1168.32,0.326,1,1.0,1076.54,0.3449,fast
data\test\Strawberry__Healthy\521.jpg,Strawberry__Healthy,light,224,224,3.73,101.91,143.71,0.0148,1,0.831,66.76,0.8337,1,1.0,93.19,0.6848,1,0.999,82.09,0.6767,fast
data\test\Apple__Healthy\Screen Shot 2018-06-08 at 5.10.37 PM.png,Apple__Healthy,heavy,200,216,64.45,75.49,171.78,0.0268,1,0.989,734.83,0.6108,1,1.0,1168.32,0.326,1,0.9995,1033.73,0.3591,fast
data\test\Carrot__Healthy\freshCarrot (126).jpg,Carrot__Healthy,light,224,224,36.72,69.94,140.21,0.0152,1,0.2474,59.68,0.8361,1,0.9959,135.24,0.6707,1,0.9542,40.51,0.6906,fast
data\test\Apple__Rotten\rottenApple (47).jpg,Apple__Rotten,burst,2882,3198,1506.09,64.04,127.8,0.0011,1,0.3004,140.09,0.8093,1,1.0,1768.04,0.1258,1,0.8801,1476.13,0.2115,fast
data\test\Apple__Healthy\rotated_by_75_Screen Shot 2018-06-08 at 5.12.20 PM.png,Apple__Healthy,light,378,342,129.86,184.99,137.22,0.0099,1,0.783,71.55,0.8321,1,0.9951,54.8,0.6976,1,0.9999,25.53,0.6956,fast
data\test\Banana__Healthy\saltandpepper_Screen Shot 2018-06-12 at 9.44.30 PM.png,Banana__Healthy,light,402,266,31.97,3372.76,241.07,0.0316,1,0.9759,25.45,0.8475,1,1.0,148.94,0.6662,1,0.9997,65.7,0.6822,fast
data\test\Orange__Rotten\rottenOrange (351).jpg,Orange__Rotten,light,224,224,4.84,183.32,140.43,0.0312,1,0.6463,162.2,0.8019,1,1.0,127.36,0.6734,1,1.0,60.29,0.684,fast
data\test\Strawberry__Healthy\506.jpg,Strawberry__Healthy,heavy,224,224,2.91,49.57,146.84,0.01,1,0.9372,520.06,0.6825,1,0.9972,1045.97,0.3668,1,0.9997,1040.37,0.3569,fast
data\test\Orange__Healthy\freshOrange (222).png,Orange__Healthy,heavy,320,258,102.13,1188.89,139.94,0.0789,1,0.7467,642.67,0.6415,1,0.9996,1138.84,0.3358,1,0.9983,1238.02,0.291,fast
data\test\Strawberry__Healthy\172.jpg,Strawberry__Healthy,heavy,224,224,7.38,349.78,85.57,0.0213,1,0.9951,567.67,0.6666,1,1.0,1137.79,0.3362,1,1.0,1005.67,0.3685,fast
data\test\Apple__Healthy\freshApple (484).png,Apple__Healthy,light,480,322,224.61,211.41,139.09,0.0533,1,0.9666,79.7,0.8294,1,1.0,153.33,0.6647,1,1.0,107.3,0.6683,fast
data\test\Apple__Healthy\freshApple (710).png,Apple__Healthy,heavy,320,258,131.65,1647.02,121.56,0.1095,1,0.9689,638.74,0.6429,1,1.0,1184.46,0.3206,1,0.9999,1251.3,0.2865,fast
data\test\Mango__Healthy\250.jpg,Mango__Healthy,heavy,224,224,3.77,191.59,82.68,0.015,1,0.6412,561.87,0.6685,1,1.0,1142.65,0.3345,1,0.9932,1040.89,0.3568,fast
